TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
0,85164,,7,10,3,4,3,3.14,3.5,3.33,18,41,11,32,34,6,16,15,A,1,38,,M,U,"$64,200 ",25,"$52,736 "
1,85204,20,2,12,2,9,18,18,11.92,18,25,93,11,33,66,6,17,27,A,1,45,75,M,H,"$35,900 ",30,"$51,125 "
0,85230,,6,21,5,12,5,5.33,5.14,5,22,126,11,32,69,5,15,31,S,1,44,70,M,H,"$68,700 ",23,"$54,828 "
0,85250,,2,12,1,7,10,10,6.75,10,15,92,13,31,52,5,13,21,A,1,25,62,F,U,"$81,400 ",15,"$52,436 "
0,85329,,2,2,0,0,20,15,15,,18,30,10,24,21,4,4,9,A,0,45,49,F,U,"$50,000 ",33,"$41,420 "
0,257,,1,14,0,3,19,19,11.71,,25,87,12,26,49,5,5,19,A,0,0,55,F,H,"$49,000 ",0,"$40,043 "
1,12874,10,5,21,3,12,10,10,7.57,10,5,113,35,56,96,10,20,33,A,1,48,81,F,U,"$40,300 ",34,"$43,797 "
1,85357,15,5,15,5,10,16,13.6,10.73,13.6,17,64,13,32,53,6,17,23,S,1,45,68,F,U,"$47,600 ",31,"$43,797 "
1,185024,8,6,68,3,15,5,7.67,23.85,7.33,11,129,34,53,144,7,17,37,S,1,45,37,F,U,"$47,600 ",31,"$43,797 "
1,85390,12,4,22,3,10,11,11,9.5,11,20,76,13,34,61,6,17,24,A,1,42,50,M,H,"$69,800 ",32,"$53,981 "
1,85396,9,6,8,5,6,10,6.17,5.88,6.4,16,40,11,30,34,5,15,14,A,1,35,34,F,U,"$78,400 ",26,$0 
0,85457,,3,17,0,7,10,10,8.53,,18,126,13,34,76,6,6,33,S,1,38,,F,U,"$67,100 ",30,"$43,694 "
0,85438,,2,7,0,2,16,15,11.14,,20,58,13,32,45,6,6,18,A,0,49,42,F,H,"$50,000 ",26,"$43,694 "
1,85476,5,4,21,2,15,25,4.25,5,4,18,126,13,34,70,6,16,31,S,1,51,59,F,H,"$19,800 ",27,"$35,060 "
1,85498,10,4,11,3,10,5,9.25,5.91,7.33,16,126,14,33,63,6,14,28,A,1,51,,F,U,"$28,100 ",30,"$34,375 "
1,5733,10,5,30,1,8,7,6.8,8.57,10,16,104,18,36,75,8,16,27,S,1,48,,M,U,"$56,900 ",45,"$36,897 "
1,85517,3,8,32,6,15,5,3.63,3.81,3.83,17,80,12,30,63,6,17,25,S,1,49,83,F,U,"$47,300 ",34,$0 
0,85552,,3,17,1,8,5,5,3.76,5,19,93,12,32,62,6,15,23,S,1,51,82,F,U,"$28,300 ",31,"$36,573 "
1,190647,10,4,6,2,3,12,8.25,7.17,7,18,49,13,29,36,6,13,14,A,1,45,,F,U,"$46,000 ",40,$0 
0,85582,,2,3,0,1,16,13,10.33,,18,41,11,30,30,5,5,12,A,0,36,36,F,U,"$36,600 ",38,"$43,944 "
1,85579,20,1,1,1,1,20,20,20,20,17,17,10,15,13,4,6,5,F,0,37,77,F,U,"$52,200 ",44,"$43,944 "
0,191524,,2,5,0,1,8,12.5,9.4,,6,52,17,36,42,6,6,15,A,0,0,55,U,U,"$50,000 ",0,$0 
1,85617,9,3,7,2,5,11,9.67,8,10,16,52,14,33,42,6,15,16,S,1,49,79,M,H,"$48,600 ",27,"$44,444 "
1,85619,5,4,6,4,6,5,8,8,8,19,44,12,33,38,6,16,16,A,1,46,59,F,H,"$43,500 ",36,"$39,267 "
1,189880,10,3,3,3,3,5,8.33,8.33,8.33,19,32,10,24,23,5,11,10,A,1,38,79,F,U,"$52,800 ",35,"$47,005 "
0,85637,,2,15,0,6,25,22.5,13.87,,18,126,13,34,73,6,6,31,A,1,53,,F,U,"$34,600 ",34,"$39,773 "
1,83497,15,2,2,1,1,20,15,15,10,18,24,12,23,20,6,11,9,N,0,9,69,F,H,"$37,500 ",28,"$39,773 "
1,85716,25,2,2,1,1,25,25,25,25,19,30,13,28,24,6,13,11,A,0,53,73,F,U,"$35,700 ",38,"$38,047 "
0,85700,,2,8,2,5,20,20,13.13,20,22,113,12,33,63,6,16,26,A,0,46,59,M,U,"$47,900 ",37,"$41,932 "
0,85550,,3,6,1,2,10,11,10.17,15,18,40,14,31,31,6,14,13,A,0,51,65,M,U,"$32,200 ",34,"$38,893 "
0,85755,,4,7,2,3,10,12,11.43,12,19,55,12,32,42,6,15,17,A,0,51,60,M,U,"$45,800 ",39,"$30,299 "
0,85759,,2,9,0,5,16,15.5,10.78,,26,105,9,30,63,4,4,26,A,1,53,57,F,U,"$24,900 ",34,"$38,125 "
0,5699,,9,42,5,19,5,5,4,5,5,120,24,44,103,6,16,31,S,1,40,78,F,H,"$64,800 ",27,"$45,887 "
1,85797,14,4,18,3,12,15,11.75,5.19,10.67,23,128,8,20,54,5,13,28,S,1,51,59,F,U,"$33,300 ",36,"$40,200 "
1,85804,20,2,10,2,6,20,20,17.1,20,24,89,11,32,62,6,16,25,A,0,51,72,M,U,"$26,700 ",31,"$37,986 "
1,85853,20,1,5,0,1,15,15,7,,19,44,12,31,35,6,6,15,A,0,49,37,M,U,"$54,200 ",23,"$44,938 "
1,85890,20,6,17,4,11,20,16.83,14.41,16.25,15,127,9,23,52,4,11,19,S,1,53,,F,U,"$16,700 ",32,"$34,792 "
0,85905,,1,5,0,3,15,15,11,,18,63,12,31,47,6,6,18,A,0,45,59,M,H,"$22,400 ",32,"$42,639 "
1,85913,14,3,11,3,9,14,12.67,9.73,12.67,15,111,15,35,63,6,15,26,A,1,43,67,M,U,"$39,600 ",34,"$51,587 "
1,85894,3,4,12,3,8,5,4.5,3.13,5,17,120,6,17,40,3,8,19,S,1,43,36,M,U,"$39,600 ",34,"$51,587 "
1,85922,10,1,17,1,11,10,10,10.76,10,18,130,11,28,74,4,11,30,A,1,36,57,F,H,"$43,200 ",35,"$43,279 "
1,85920,20,2,9,2,4,10,12.5,9.78,12.5,18,81,13,31,56,6,15,23,A,0,0,,M,U,"$27,800 ",0,$0 
1,85931,6,7,18,5,11,6,6.29,6.11,6.4,17,74,13,34,58,6,17,24,S,1,49,,U,U,"$24,600 ",28,"$43,750 "
1,186925,15,3,24,1,13,10,10,10.92,5,6,122,26,47,93,10,20,38,A,1,45,67,F,U,"$23,500 ",29,"$44,732 "
0,85966,,4,4,3,3,10,8.75,8.75,8.33,16,32,11,28,26,5,12,11,A,0,31,,F,U,"$45,000 ",0,$0 
1,86000,10,4,16,3,9,10,13.75,11.25,15,24,126,10,31,74,5,15,32,A,1,27,85,F,H,"$42,800 ",32,"$41,142 "
0,86018,,1,11,1,8,15,15,6.64,15,17,126,11,27,63,4,11,25,A,1,25,87,F,U,"$52,100 ",21,"$53,133 "
1,86017,10,2,16,2,13,10,10,7.13,10,17,127,5,20,68,2,9,24,A,1,28,27,M,H,"$59,500 ",39,"$53,133 "
0,86053,,8,23,4,14,10,10,8.52,10,20,130,14,35,82,6,17,34,S,1,45,50,F,U,"$61,800 ",29,"$53,467 "
0,86042,,2,11,2,11,15,15,14.09,15,23,130,7,18,38,5,13,24,A,1,36,87,M,U,"$52,400 ",29,$0 
0,86038,,1,8,1,5,15,15,10.5,15,21,75,11,29,53,5,13,20,A,1,36,55,F,U,"$52,400 ",29,"$45,818 "
1,86068,5,5,11,5,9,10,11.8,9.36,11.8,16,89,15,37,61,6,17,24,A,1,48,,F,U,"$46,000 ",21,$0 
1,86073,10,4,16,2,7,10,6.75,5.94,7,18,74,13,32,57,6,16,23,S,1,43,59,M,U,"$21,600 ",31,"$39,583 "
0,86077,,4,24,3,17,14,12.5,8.25,12,17,127,13,33,80,6,16,33,S,1,45,,F,H,"$43,400 ",27,"$42,115 "
1,7301,10,6,34,5,19,10,10.33,9.12,10.4,4,129,31,52,123,7,18,35,S,1,0,79,M,U,"$28,400 ",0,"$42,125 "
1,86089,12,3,18,0,7,12,10.67,6.22,,18,75,12,33,58,5,5,23,A,1,36,,M,U,"$42,200 ",26,$0 
0,7541,,6,13,5,8,5,5.83,5.62,6,16,75,27,48,73,6,16,20,A,1,0,62,F,U,"$29,400 ",0,"$37,837 "
0,86193,,9,21,7,11,5,3.89,3.38,3.57,20,57,12,32,45,6,17,20,S,1,53,31,M,U,"$27,600 ",42,"$37,406 "
1,86205,25,1,11,0,8,20,20,12.91,,18,124,13,32,67,6,6,31,A,1,36,47,F,H,"$52,700 ",23,"$51,969 "
0,86202,,2,10,2,7,25,22.5,12.1,22.5,15,88,12,31,59,5,14,23,A,1,36,53,F,H,"$52,700 ",23,"$51,969 "
1,86225,10,1,4,1,3,20,20,13.5,20,22,77,10,27,40,4,11,15,A,1,49,61,M,H,"$49,900 ",39,"$38,844 "
0,86235,,4,15,1,10,6,6.5,4.27,8,18,125,12,30,67,5,13,27,S,1,43,65,M,H,"$23,700 ",29,"$20,682 "
1,86278,9,1,17,0,7,11,11,7.53,,19,129,11,24,65,4,4,26,A,1,27,65,M,H,"$55,400 ",26,"$39,029 "
1,86270,16,2,14,1,5,16,14,8,16,15,88,12,31,58,5,13,23,A,0,25,42,M,H,"$46,200 ",31,"$39,029 "
0,86257,,1,3,1,2,20,20,10.67,20,21,52,12,29,36,6,13,14,A,0,30,36,F,H,"$41,000 ",27,"$39,029 "
0,86255,,7,11,4,7,10,7.14,5.64,6.5,17,51,14,35,44,6,16,17,S,1,27,,F,U,"$33,900 ",25,"$39,029 "
0,86300,,4,11,2,7,13,12.5,10.55,12.5,15,89,13,34,62,6,16,24,A,1,38,49,F,H,"$60,200 ",40,"$55,201 "
1,129846,11,2,2,1,1,20,12.5,12.5,5,18,24,12,23,20,6,11,9,N,0,35,55,M,H,"$86,700 ",31,"$55,201 "
1,86311,6,5,6,4,4,7,6,5.5,6.25,16,28,12,24,24,5,11,9,A,1,45,,U,U,"$53,000 ",26,"$36,445 "
1,2159,9,3,15,2,11,10,12.33,9.27,10,5,105,27,46,81,11,21,34,A,1,49,78,F,H,"$19,800 ",22,"$27,500 "
1,86318,5,4,32,1,17,15,11.75,8.97,10,15,127,14,35,84,6,16,33,S,1,43,,F,U,"$39,700 ",36,"$40,450 "
1,86322,5,6,8,3,3,5,5.33,5.13,5.67,17,28,13,24,24,6,12,10,A,1,36,30,F,U,"$21,300 ",57,"$38,750 "
0,86325,,1,2,0,1,16,16,11,,26,41,10,28,29,4,4,11,A,0,36,,F,U,"$39,600 ",48,"$39,350 "
1,86340,3,1,15,0,9,25,15,6.93,,18,126,13,34,70,6,6,30,A,1,49,,M,H,"$36,500 ",30,"$36,890 "
0,5023,,4,23,2,14,25,10.75,6.3,7.5,17,115,14,35,81,6,17,33,A,1,45,,F,U,"$48,100 ",37,"$41,307 "
0,86385,,3,3,3,3,15,10.33,10.33,10.33,17,33,12,29,32,4,12,11,A,0,51,,F,U,"$26,100 ",18,"$39,844 "
1,86387,10,2,2,2,2,15,10,10,10,18,24,12,23,20,6,11,9,N,0,49,87,M,U,"$33,800 ",22,"$37,083 "
0,86397,,3,6,1,3,20,19,17,15,18,86,13,34,57,6,16,22,A,0,48,36,M,H,"$37,300 ",40,"$44,191 "
0,7392,,2,9,2,5,25,20,12.22,20,21,80,14,32,66,6,16,24,A,0,38,83,M,H,"$71,900 ",34,"$46,423 "
1,86420,7,7,24,4,11,5,6.86,5.08,8,15,118,14,35,72,6,17,29,S,1,40,54,F,H,"$73,400 ",37,"$51,576 "
1,86436,5,9,35,7,21,5,5,5.63,5,23,130,12,31,74,6,17,34,S,1,17,67,M,H,"$85,700 ",33,"$50,505 "
1,86445,15,4,8,2,4,15,11.25,8.63,10,18,56,13,33,44,6,15,17,S,1,22,52,F,U,"$75,100 ",21,"$46,901 "
1,86464,25,2,3,1,1,20,15,15,20,21,32,12,26,26,6,13,11,A,0,31,65,F,H,"$42,500 ",0,$0 
0,8443,,2,26,1,16,13,8,7.58,11,7,130,27,40,102,6,13,33,A,1,25,,F,U,"$67,500 ",19,$0 
0,86469,,4,5,1,1,20,20,18,20,15,32,14,29,29,6,13,11,A,0,31,,M,U,"$63,600 ",43,"$52,258 "
0,903,,4,10,4,4,5,5.75,4.2,5.75,16,64,14,32,33,6,14,13,A,1,25,,F,U,"$52,800 ",19,"$38,578 "
0,86478,,1,1,1,1,15,15,15,15,24,24,7,17,16,3,7,6,N,0,27,85,F,U,"$48,700 ",33,"$38,578 "
0,86494,,2,4,2,2,20,15,11.25,15,18,40,12,31,33,6,14,13,A,0,46,57,F,H,"$55,900 ",31,"$49,143 "
1,86528,3,5,24,3,16,3,3.6,3.08,3,17,130,12,30,74,5,13,28,S,1,38,,F,U,"$67,500 ",41,"$42,349 "
1,86578,15,2,18,1,10,10,10,5.5,10,22,127,10,29,69,4,12,29,A,1,53,85,M,U,"$24,700 ",23,"$25,938 "
1,86580,5,8,38,8,28,5,5,3.82,5,17,129,12,32,82,6,17,33,S,1,48,37,F,U,"$26,300 ",24,"$39,276 "
1,86587,2,6,31,3,15,3,3.67,2.71,2.33,19,130,10,31,66,5,15,30,S,1,53,53,U,U,"$15,000 ",26,"$29,583 "
0,86593,,6,20,2,12,3,3.67,2.9,3,15,130,11,30,65,5,14,29,S,1,53,72,F,H,"$32,200 ",24,"$35,104 "
1,86626,6,4,15,0,6,6,4.5,3.4,,18,116,9,26,58,4,4,24,S,1,24,48,M,H,"$79,900 ",33,"$54,528 "
1,188999,5,4,25,3,14,5,9,5.46,8.67,4,126,16,33,75,6,15,31,S,1,24,,M,U,"$69,600 ",29,"$54,528 "
1,86640,13,7,29,4,19,6,7.57,6.86,7.5,17,119,11,30,81,5,16,33,S,1,44,,F,U,"$55,300 ",29,$0 
0,86666,,1,10,1,8,15,15,12.2,15,21,112,10,27,60,4,11,24,A,1,36,71,F,H,"$44,400 ",27,"$46,616 "
1,86696,25,1,7,0,3,25,25,19.29,,18,103,13,35,61,6,6,29,A,0,34,74,F,H,"$46,900 ",41,"$42,467 "
1,86692,19,2,5,0,2,19,16,12.2,,18,53,13,33,43,6,6,17,A,1,39,57,M,U,"$34,900 ",26,"$42,467 "
0,86713,,1,1,1,1,20,20,20,20,17,17,10,15,13,4,6,5,F,0,49,57,F,H,"$32,800 ",26,"$37,375 "
1,86714,5,3,29,2,16,10,7.33,5.66,6,18,123,13,31,73,6,15,31,S,1,45,72,F,U,"$31,800 ",29,"$33,750 "
1,189882,10,1,2,1,2,15,15,10,15,23,37,10,24,23,4,9,9,A,0,27,55,F,U,"$83,200 ",19,"$42,599 "
0,86766,,5,10,3,6,5,4.4,5,4.67,19,56,12,31,45,6,15,18,A,1,43,50,F,H,"$22,400 ",28,"$35,938 "
1,86775,10,3,13,3,12,10,7.33,4.23,7.33,17,113,13,28,65,6,13,25,S,1,53,,M,U,"$25,300 ",29,"$36,563 "
1,66358,5,4,15,3,14,7,5.5,5.27,5.67,17,122,8,19,46,4,9,21,S,1,16,64,M,U,"$59,300 ",27,$0 
1,86779,11,5,6,4,4,12,10.4,10.67,10,18,33,12,31,31,6,15,13,A,1,41,,F,U,"$33,100 ",25,$0 
0,86804,,3,17,1,9,9,8.33,6.65,8,18,109,12,31,68,5,13,29,S,1,49,54,M,H,"$41,900 ",28,"$40,125 "
1,86803,10,5,9,2,3,5,5,7.33,5,15,93,11,31,58,5,14,27,A,1,49,,F,U,"$41,900 ",28,"$40,125 "
0,86891,,6,24,5,17,8,6.5,5.08,6.4,17,130,12,31,74,6,17,31,S,1,43,,F,U,"$15,500 ",29,$0 
1,86926,15,1,10,1,5,15,15,8.8,15,17,119,13,31,67,6,14,30,A,0,44,67,F,H,"$58,500 ",31,"$33,923 "
0,86917,,1,10,0,4,16,16,7.4,,26,103,9,22,54,4,4,20,A,0,30,,F,H,"$35,800 ",25,"$33,923 "
1,11195,10,5,20,2,12,10,10,11.8,10,18,119,23,42,100,6,15,29,S,1,25,79,M,H,"$58,900 ",30,"$49,190 "
0,86965,,4,16,2,11,25,17.75,13.5,12.5,17,127,14,34,75,6,16,31,S,1,30,48,U,H,"$51,000 ",45,"$49,190 "
0,86939,,2,4,0,1,30,27.5,22.5,,18,41,13,34,35,6,6,15,A,0,27,52,F,H,"$67,900 ",31,"$49,190 "
1,86985,15,4,13,3,7,10,12.5,9.15,11.67,16,76,14,36,62,6,17,24,S,1,27,53,F,U,"$83,200 ",30,"$48,474 "
0,2491,,5,15,0,4,14,10,14.47,,4,83,25,45,77,11,11,31,A,1,49,,F,U,"$67,800 ",22,$0 
0,12952,,1,17,1,6,5,10,6.59,10,21,97,17,36,76,4,12,24,A,1,0,,M,U,"$46,000 ",0,"$43,234 "
1,87016,23,3,6,1,3,23,24,22.83,25,26,45,10,32,43,5,16,17,A,1,49,,F,U,"$42,500 ",35,"$34,792 "
1,7676,35,2,23,0,7,35,32.5,13.78,,25,113,25,47,110,6,6,29,A,1,49,,F,U,"$46,600 ",25,"$41,329 "
0,87058,,4,14,2,7,25,21.25,11.64,22.5,16,128,13,34,66,6,16,30,A,1,44,47,F,H,"$67,700 ",35,"$60,430 "
0,87069,,4,26,3,13,5,8.75,7.38,8.33,16,113,13,30,72,6,15,28,S,1,41,72,M,U,"$24,300 ",21,$0 
1,87067,15,1,11,0,7,20,20,13,,26,76,10,31,59,5,5,23,A,1,39,31,M,U,"$40,300 ",37,"$39,456 "
1,87071,15,3,16,1,8,15,10.33,6.5,8,25,126,11,32,67,6,16,30,A,1,36,62,F,H,"$53,500 ",36,"$39,456 "
1,87074,5,4,25,2,14,17,15.5,10.64,16,21,128,13,34,82,6,17,33,S,1,53,19,F,H,"$32,000 ",23,"$32,750 "
1,87121,20,1,1,1,1,20,20,20,20,17,17,10,16,15,4,7,6,F,0,28,71,F,H,"$47,800 ",48,"$34,410 "
0,190447,,5,22,3,11,15,14,8.91,13.67,15,111,4,12,41,2,6,19,E,1,35,,U,U,"$96,800 ",34,$0 
0,87144,,7,39,2,20,10,6.86,3.85,7.5,18,128,14,36,80,6,17,34,S,1,31,73,F,H,"$39,400 ",44,"$38,976 "
1,87127,10,2,3,0,0,15,10,10,,19,28,10,23,22,5,5,10,A,0,26,76,F,U,"$86,200 ",36,"$38,976 "
1,87024,5,1,9,0,2,20,25,21.74,,6,65,40,60,116,11,11,38,A,1,43,,F,U,"$39,500 ",34,"$25,313 "
0,87167,,3,29,2,15,12,12,7.86,12,22,128,11,32,83,5,15,32,A,1,46,73,U,H,"$55,200 ",44,"$39,150 "
0,87184,,2,14,2,11,10,7.5,8,7.5,16,114,14,34,72,6,15,31,S,1,38,79,F,U,"$40,000 ",32,"$37,586 "
0,87182,,8,30,5,16,4,4.13,3.13,4.2,17,86,10,30,59,5,16,25,S,1,36,77,F,H,"$42,800 ",34,"$37,586 "
0,87206,,1,4,0,1,25,25,23.75,,20,78,13,26,47,6,6,19,A,0,46,,F,U,"$35,000 ",35,"$34,886 "
1,87210,20,2,5,0,2,15,15,11,,24,113,9,24,49,4,4,19,A,0,46,,F,U,"$42,300 ",27,"$38,889 "
1,87217,20,2,5,1,4,15,14.5,12.6,15,20,52,12,32,41,6,15,18,A,1,43,71,M,U,"$35,000 ",32,"$34,583 "
1,87259,25,2,10,1,8,20,17.5,9.7,20,17,129,7,24,56,4,14,28,A,1,22,54,M,H,"$71,700 ",31,"$50,451 "
1,87239,7,6,12,3,5,6,7.17,8.58,9.67,18,53,13,31,54,6,14,22,A,1,40,81,M,U,"$59,000 ",37,"$46,705 "
0,87275,,2,8,0,3,25,22.5,15.5,,26,113,7,23,46,3,3,20,A,1,42,67,F,H,"$74,400 ",29,"$64,234 "
0,87280,,5,6,3,4,10,6,5.5,5,19,41,12,30,31,6,15,14,A,1,49,45,F,U,"$53,700 ",38,"$44,097 "
1,87281,8,6,10,4,5,10,7.5,7.3,7.75,18,40,13,33,38,6,16,15,A,1,49,,U,U,"$44,500 ",38,$0 
0,87338,,2,27,0,13,17,18,9.7,,15,129,13,32,78,6,6,31,S,1,35,83,F,H,"$64,400 ",32,"$39,676 "
1,87324,7,5,20,2,5,5,5.8,5.65,6,15,99,8,25,41,4,13,15,A,0,31,,F,U,"$34,700 ",41,$0 
0,87309,,2,2,2,2,20,20,20,20,17,22,12,19,17,6,10,8,N,0,41,67,F,H,"$29,600 ",54,"$39,676 "
1,87395,20,5,10,3,6,21,19.4,15.1,19,18,91,13,31,62,6,15,23,A,0,42,80,F,U,"$84,200 ",30,"$48,958 "
1,87538,10,1,3,1,2,5,5,8.33,5,15,24,13,23,21,5,9,8,N,0,45,,F,U,"$56,100 ",40,$0 
1,4907,22,7,44,5,22,16,16.86,13.66,16.8,23,130,14,35,109,5,16,33,S,1,27,,F,U,"$55,300 ",25,$0 
1,87471,15,4,9,3,5,15,7.75,6.33,8.67,15,52,11,30,39,4,13,15,A,1,30,57,F,U,"$52,200 ",25,"$37,694 "
1,87505,8,3,18,3,13,5,10,8.39,10,18,111,8,22,64,4,11,24,S,1,30,76,F,H,"$37,500 ",26,"$38,667 "
1,87459,4,4,9,3,6,4,3.5,3.22,4,18,55,10,19,22,5,10,13,S,1,25,,F,U,"$44,600 ",34,"$38,667 "
1,87533,5,2,8,2,4,15,14.5,11.63,14.5,15,92,12,29,54,5,12,22,A,0,42,73,F,H,"$74,700 ",46,"$38,413 "
1,2950,2,2,20,0,5,5,8,4.85,,5,76,32,51,78,6,6,21,S,1,42,,M,H,"$71,700 ",31,"$48,045 "
0,87573,,2,14,0,11,15,15,8.79,,18,126,7,22,63,3,3,27,A,1,53,,U,U,"$27,700 ",39,$0 
0,87572,,6,12,4,6,5,6.17,4.75,6,23,57,12,30,46,6,15,18,A,1,53,,M,U,"$27,700 ",39,"$22,837 "
0,87605,,1,2,0,1,20,20,12.5,,26,40,9,27,27,4,4,11,A,0,43,45,F,H,"$59,400 ",29,"$32,569 "
0,87612,,2,2,1,1,15,15,15,15,26,35,4,16,16,2,8,7,A,0,49,79,M,U,"$53,800 ",36,"$40,341 "
1,87508,9,5,19,2,10,8,8.6,6.26,9,19,129,14,35,72,6,16,32,S,1,49,45,F,U,"$62,100 ",39,"$40,341 "
0,87626,,2,3,0,0,18,17,14.67,,17,56,12,28,37,6,6,15,A,0,43,74,M,H,"$48,200 ",40,"$31,798 "
1,87680,12,5,23,5,16,12,11.2,8.04,11.2,18,127,10,30,74,5,15,31,S,1,46,,F,U,"$82,800 ",40,"$41,070 "
0,87719,,3,21,1,12,6,10.67,6.38,12,18,128,13,34,74,6,16,32,S,1,51,,F,U,"$48,300 ",34,"$33,016 "
1,87706,12,4,5,1,1,13,12,11.4,13,18,38,12,29,29,6,13,11,A,0,36,65,M,U,"$43,400 ",44,"$33,016 "
0,87748,,2,13,1,7,10,9,5.62,10,16,127,12,30,67,5,12,29,S,1,38,50,M,U,"$111,100 ",12,"$67,646 "
0,88226,,1,9,1,4,25,25,17.78,25,18,93,13,35,63,6,17,26,A,1,13,74,F,H,"$218,900 ",29,"$83,754 "
1,87775,20,2,4,1,3,20,18,14.5,20,24,65,11,27,44,6,13,16,A,0,2,48,F,H,"$155,400 ",31,"$83,754 "
1,87771,20,2,6,0,1,20,16.5,13.33,,19,57,13,34,47,6,6,17,A,0,2,33,F,H,"$166,700 ",30,"$83,754 "
0,90077,,7,31,4,21,13,12.71,10.94,13.25,17,128,13,32,88,6,17,35,S,1,16,81,F,H,"$141,900 ",40,"$83,754 "
0,94040,,7,13,6,8,3,12.43,10.62,12.5,4,80,16,36,57,7,18,24,A,1,2,39,M,U,"$161,300 ",21,$0 
0,87871,,1,11,1,7,20,20,16.55,20,24,93,11,31,61,6,15,25,A,1,11,76,M,H,"$121,700 ",27,"$71,618 "
1,87904,21,3,13,1,6,15,13,8.62,11,18,113,13,34,70,6,16,29,A,0,5,65,M,U,"$114,100 ",32,$0 
1,9946,5,2,17,2,4,0,7.5,7.76,7.5,14,110,32,48,73,3,12,16,A,0,5,71,F,H,"$110,700 ",32,"$65,957 "
1,87939,30,1,7,0,3,25,25,13,,18,75,13,35,55,6,6,22,A,1,14,7,M,U,"$529,400 ",29,$0 
0,88003,,5,12,3,5,15,15,11.25,14.67,19,57,14,35,53,6,17,22,S,1,12,79,F,U,"$113,500 ",28,$0 
1,188721,20,1,11,0,3,20,20,12.45,,5,113,17,38,71,8,8,33,A,0,12,73,F,U,"$115,900 ",27,"$76,293 "
1,88056,5,3,15,2,7,3,4.33,3.8,4,17,118,13,28,63,6,12,24,S,1,11,68,F,H,"$135,500 ",16,"$113,663 "
1,88119,10,4,15,4,12,10,7.75,7,7.75,16,120,14,34,72,6,16,33,A,1,13,67,F,H,"$116,500 ",33,"$62,230 "
0,88113,,3,12,3,8,18,18,14.58,18,24,111,11,32,63,6,17,27,A,1,17,78,M,H,"$135,900 ",18,"$62,230 "
0,88092,,1,3,1,3,20,20,18.33,20,20,58,10,23,36,4,10,14,A,0,18,48,M,H,"$108,800 ",16,"$62,230 "
1,88153,13,4,16,3,9,5,7.75,8.06,7,24,122,6,26,60,3,14,27,S,1,20,49,F,H,"$138,000 ",32,"$56,828 "
0,88151,,4,14,4,14,16,14.5,11.57,14.5,16,104,14,34,72,6,16,30,S,1,18,63,M,H,"$116,100 ",33,"$56,828 "
0,88137,,3,5,0,1,15,12.67,10.6,,19,40,11,30,32,6,6,13,S,1,20,73,M,H,"$116,800 ",21,"$56,828 "
0,88136,,8,11,4,5,12,10.5,9.45,10.5,17,41,13,34,38,6,17,16,S,1,20,71,F,H,"$138,000 ",32,"$56,828 "
0,88115,,4,27,3,13,5,4.5,3.78,4.33,16,123,12,32,74,5,15,29,S,1,17,37,F,H,"$116,100 ",19,"$56,828 "
1,8669,10,3,18,1,8,10,10,8.39,10,18,128,15,35,81,7,16,33,S,1,13,45,F,H,"$175,700 ",23,"$87,665 "
0,6875,,4,18,4,10,25,26.25,21.61,26.25,17,128,15,34,84,6,16,33,A,1,11,42,F,H,"$155,600 ",19,"$87,665 "
0,88233,,1,19,1,16,10,10,8.32,10,15,125,9,24,70,3,10,29,E,1,12,17,F,H,"$164,800 ",23,"$87,665 "
1,88213,20,1,4,0,2,15,15,16.25,,26,65,10,28,46,4,4,16,A,0,14,76,M,H,"$315,700 ",19,"$87,665 "
0,88198,,3,3,0,0,10,13.33,13.33,,16,28,13,27,24,6,6,11,A,1,12,40,F,H,"$171,200 ",23,"$87,665 "
1,88189,25,1,1,1,1,15,15,15,15,17,17,10,15,13,4,6,5,F,0,13,80,M,H,"$184,600 ",25,"$87,665 "
0,88363,,4,5,3,3,25,21.25,22,20,17,33,13,32,31,6,15,13,A,0,13,,M,U,"$225,700 ",29,"$100,910 "
0,325,,2,10,2,6,35,32.5,20.9,32.5,15,87,24,41,58,10,19,26,S,1,10,37,F,H,"$543,500 ",29,"$165,543 "
0,88386,,5,10,3,5,14,14.8,12.8,14.67,22,77,10,30,52,5,15,20,A,1,11,77,F,U,"$302,400 ",37,$0 
0,88410,,1,10,0,4,20,20,14,,18,110,13,33,66,6,6,29,A,1,35,62,F,H,"$101,500 ",27,"$73,899 "
0,88417,,1,1,1,1,20,20,20,20,17,17,10,15,13,4,6,5,F,0,14,43,F,H,"$267,300 ",26,"$107,105 "
0,87781,,1,14,0,5,17,17,16.14,,26,81,11,32,61,5,5,23,A,1,2,41,M,U,"$234,500 ",23,$0 
0,88900,,5,8,1,1,10,7.6,8.88,10,15,44,13,34,38,6,16,16,A,0,27,,M,U,"$187,700 ",21,$0 
